0.006900 0.004411
0.009004 0.012473
0.005840 0.013638
0.025530 0.020003
0.005862 0.005366
0.020093 0.026328
0.002341 0.002858
0.019145 0.017709
0.002668 0.003490
0.004609 0.017565
0.004577 0.007956
0.012070 0.012473
0.003181 0.004755
0.006965 0.008426
0.005431 0.002675
0.018050 0.015369
0.021510 0.025495
0.004505 0.003381
0.008398 0.008216
0.024575 0.010365
0.004580 0.007919
0.010395 0.008429
0.006947 0.008520
0.008488 0.006557
0.004926 0.005809
0.011018 0.014307
0.012139 0.011979
0.005510 0.006397
0.018359 0.018967
0.013799 0.009716
0.015885 0.012706
0.020127 0.018515
0.007883 0.006525
0.005226 0.005779
0.022800 0.015908
0.008071 0.006558
0.012310 0.005869
0.010571 0.019220
0.007264 0.009820
0.007725 0.003452
0.009788 0.009684
0.027345 0.024304
0.020360 0.013807
0.004965 0.006316
0.013685 0.010269
0.008998 0.012936
0.006551 0.008418
0.007340 0.005322
0.012859 0.016528
0.024168 0.011390
0.027993 0.013568
0.019324 0.024965
0.004099 0.003381
0.018478 0.012706
0.003681 0.005170
0.003613 0.011703
0.004932 0.005494
0.009670 0.011051
0.043530 0.016095
0.018386 0.020423
0.022147 0.021387
0.010192 0.011941
0.031113 0.024796
0.072375 0.074965
0.029002 0.030678
0.007861 0.006065
0.010291 0.011730
0.013903 0.014662
0.031322 0.042098
0.006281 0.005845
0.012109 0.012235
0.013039 0.014484
0.007463 0.006142
0.009607 0.006142
0.018210 0.011652
0.034537 0.052107
0.005770 0.014788
0.004020 0.004225
0.004074 0.004613
0.005377 0.004608
0.044416 0.021184
0.016114 0.029626
0.019188 0.026255
0.010042 0.016257
0.023485 0.037042
0.012519 0.007835
0.005042 0.006975
0.010621 0.005480
0.003164 0.003750
0.012018 0.010062
0.008433 0.009299
0.003692 0.002924
0.033015 0.031092
0.013822 0.027695
0.003355 0.003933
0.022273 0.019837
0.002520 0.006386
0.032517 0.020423
0.013439 0.011011
0.020881 0.023747
0.118863 0.067988
0.030371 0.028073
0.016016 0.009837
0.005909 0.005524
0.069006 0.049749
0.017959 0.019051
0.003027 0.002994
0.005770 0.012397
0.002694 0.007988
0.012133 0.013589
0.004268 0.003862
0.005292 0.005894
0.012988 0.012472
0.006895 0.003933
0.005212 0.007850
0.006372 0.008932
0.068808 0.020028
0.014311 0.010920
0.009629 0.009560
0.010395 0.007926
0.006009 0.007749
0.011467 0.012769
0.019022 0.014745
0.018484 0.019445
0.068657 0.021599
0.002296 0.015206
0.024556 0.015642
0.022151 0.009643
0.011099 0.004411
0.017752 0.017008
0.011476 0.013307
0.006146 0.005399
0.008226 0.016622
0.007980 0.012909
0.002981 0.002675
0.045646 0.037861
0.025677 0.049009
0.003723 0.006250
0.032247 0.018573
0.020750 0.018030
0.009664 0.012282
0.047966 0.045403
0.004998 0.010829
0.006826 0.006173
0.003656 0.016040
0.009788 0.007120
0.007628 0.004511
0.007063 0.011228
0.005003 0.008013
0.020961 0.019493
0.002497 0.003003
0.006632 0.010510
0.043099 0.030844
0.007880 0.011227
0.004513 0.004501
0.008230 0.005894
0.003051 0.006130
0.014085 0.017236
0.004222 0.003884
0.046381 0.032739
0.030754 0.044678
0.010762 0.011920
0.003013 0.003430
0.001549 0.013539
0.021016 0.020223
0.003725 0.003711
0.009766 0.004435
0.011867 0.020395
0.028763 0.021681
0.070666 0.042757
0.077145 0.058963
0.015919 0.014309
0.023440 0.016528
0.015981 0.011175
0.012837 0.016393
0.096991 0.048479
0.013358 0.008773
0.024753 0.017976
0.004531 0.006625
0.033142 0.048779
0.014440 0.013488
0.003464 0.002605
0.026441 0.015314
0.013825 0.011140
0.008239 0.015210
0.003907 0.005665
0.022346 0.013693
0.017814 0.016031
0.013166 0.008248
0.017208 0.016370
0.031453 0.021069
0.003498 0.005322
0.004387 0.003199
0.043826 0.032157
