1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1.501047
-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,2.256858
1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,2.113244
-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,1,2.417771
1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,2.590786
-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,2.181096
-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1.680087
1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,1.734369
1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1.011931
1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1.861051
1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,2.332910
1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1,2.057175
-1,1,-1,1,-1,-1,1,-1,1,-1,1,1,1,-1,2.060004
-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1.711824
-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1.212059
-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,2.019339
-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0.924806
-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1.280545
-1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,2.182307
1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1.722399
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0.868442
-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1.540170
1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1.707737
-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,2.721138
-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,2.340834
1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1.797341
-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1.761473
-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,2.115487
1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1.457307
-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,2.001221
-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1.911216
-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1.643733
-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1.691714
-1,1,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,2.105594
-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,1,2.265849
1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,1,2.174280
1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1.786260
-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,2.148866
1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1.643733
-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,2.446261
-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,2.147359
-1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1.705023
1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,2.891023
-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1.516065
-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,2.016819
-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,2.365448
-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1.172217
1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1.673363
-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,2.086580
1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,2.068697
1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,2.502317
1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,2.233738
1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1.850578
-1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1.632151
1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,2.303108
-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1.681998
-1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1.685559
1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1.988063
-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1.529695
1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,2.749146
1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,1.662577
1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1.763325
1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1.832094
-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1.754421
-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,2.193368
-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,2.123900
-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,2.367720
1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1.796197
1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1.042857
-1,-1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1.902128
-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1.831111
1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,2.017893
-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1.758674
1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,2.113596
-1,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1.788499
-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1.722399
1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1.208665
-1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,2.463323
-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1.462485
1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,2.100109
-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,2.095462
-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,1.590707
1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1.657156
1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1.860947
1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,1.583883
-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,2.609449
-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,2.484409
1,-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,2.026068
1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,2.446261
-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1.684147
1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1.868633
1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1.846990
1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,1.744439
1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,2.019339
-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1.786260
1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,2.378583
1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1.765574
-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1.796921
1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,2.225566
1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1.564867
1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,2.010607
1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,2.178856
1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,1.775763
-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1.913313
1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1.731980
1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1.688783
1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1.964287
1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1.247191
1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,1,1.695134
1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1.897676
-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,2.141620
1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1.979367
-1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,2.119811
1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,2.205761
-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,2.531503
1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,2.107372
1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1.711944
1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1.708898
-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,2.208913
1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,0.947127
1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,2.087247
1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1.893803
1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,2.328233
-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1.708898
-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1.280574
-1,1,1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,1.806709
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0.686445
1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1.722611
1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,2.355786
-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1.999046
-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1.832094
1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,2.525568
-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1.213129
1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,2.208913
-1,1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,1,1.889062
-1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,2.067717
1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,2.139197
-1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,2.072366
-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1.936160
-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,2.280450
1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,2.425525
1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,2.098620
-1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,2.159197
1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,2.435568
-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1.969252
-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,2.295669
1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1.683842
1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,2.598309
-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1.706418
-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1.964287
1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1.456146
1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1.862847
-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1.753701
1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,2.256858
1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1.809190
-1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,2.480645
-1,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,2.178856
1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,2.484409
-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1.897676
1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,2.100763
1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,1.903542
-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,2.348176
1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,2.027466
1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,2.277835
-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,2.435568
-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1.372472
1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,2.308110
-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1.984260
-1,1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,2.303108
-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,2.401432
-1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,2.396581
-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,2.068697
1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1.902128
1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,-1,2.123900
-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1.927470
1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,1.968460
1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1.235717
-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,2.081970
-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1.707196
1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,2.016819
1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1.837566
-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1.356800
1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,2.268116
-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,1.809190
-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1.950886
1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1.717086
-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,2.115814
-1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1.845941
-1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1.734369
1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1.616420
-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1.474095
1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1.571972
-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,2.500989
1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,2.226604
1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,2.999027
-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1.850578
1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1.803165
1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1.319000
1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,0.924806
1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1.980009
1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,2.451212
1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,2.452543
1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,2.204694
1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,2.280218
1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,2.482788
1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1.933357
-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1.423543
1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,2.648931
1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,2.233172
-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,2.753608
1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1.540170
-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1.173587
-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1.640992
-1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,2.147566
1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,2.367720
1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1.705023
-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1.714550
-1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,2.091246
-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1.699418
-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1.604513
1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,-1,2.317192
-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1.893803
-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1.851584
1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1.746767
1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,2.182307
1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,1.667004
-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1.037958
-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,2.059182
-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,2.378583
-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1.365566
-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,2.625419
-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1.803165
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0.686445
-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1.789067
1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1.340423
1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1.344652
-1,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,2.010607
-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1.549437
1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1.516065
-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1,2.448643
-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,2.157696
1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,2.141620
1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,2.111460
-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,2.156532
-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,2.078034
-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1.688236
-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,2.087247
1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1.844728
1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,2.304212
-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,0.924566
1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,2.351428
-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1.897893
-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1.902952
-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,2.150550
1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1.711824
-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,1.882699
-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1.358906
1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,2.043442
1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1.936160
-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,2.193142
-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,1.649364
-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1.695057
-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,1.988063
-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,2.020572
1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1.524882
1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1.502511
-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1.870386
1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1.504614
-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1.933604
-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1.796197
1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1.506383
-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1.974658
-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,2.013720
-1,-1,1,1,-1,1,1,1,-1,-1,1,-1,-1,1,2.288998
-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,2.317192
-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,2.156249
1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,2.053242
-1,-1,1,1,-1,-1,1,1,-1,1,1,-1,-1,1,2.024381
1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,2.381455
1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1.691714
1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,2.753608
1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,2.060004
1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1.806709
-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1.933114
-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1.571972
1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,2.035899
